Age,Education,Occupation,Relationship,Sex,Country
61, 11th, Other-service, Husband, Male, United-States
33, Assoc-voc, Transport-moving, Husband, Male, United-States
32, Bachelors, Prof-specialty, Husband, Male, United-States
32, Assoc-acdm, Adm-clerical, Not-in-family, Female, United-States
32, Bachelors, Prof-specialty, Other-relative, Male, United-States
37, HS-grad, Sales, Not-in-family, Male, United-States
53, 11th, Craft-repair, Husband, Male, United-States
51, Masters, Sales, Husband, Male, United-States
29, Assoc-voc, Sales, Not-in-family, Male, United-States
48, HS-grad, Machine-op-inspct, Husband, Male, United-States
69, HS-grad, Transport-moving, Not-in-family, Male, United-States
28, Masters, Tech-support, Not-in-family, Female, United-States
55, Bachelors, Prof-specialty, Not-in-family, Female, United-States
45, Assoc-voc, Craft-repair, Husband, Male, United-States
18, Some-college, Other-service, Own-child, Female, United-States
60, 7th-8th, Craft-repair, Husband, Male, United-States
38, HS-grad, Machine-op-inspct, Unmarried, Male,
19, Some-college, Adm-clerical, Own-child, Male, United-States
18, 11th, Craft-repair, Own-child, Male, United-States
33, Some-college, Other-service, Husband, Male, United-States
33, Some-college, Tech-support, Unmarried, Female, United-States
29, Masters, Prof-specialty, Not-in-family, Female, United-States
37, Some-college, Sales, Husband, Male, United-States
50, HS-grad, Transport-moving, Husband, Male, United-States
19, Some-college,, Own-child, Male, United-States
28, 10th, Adm-clerical, Unmarried, Female, United-States
43, Bachelors,, Wife, Female, United-States
23, Some-college, Other-service, Own-child, Female, United-States
47, 7th-8th, Craft-repair, Husband, Male, United-States
21, Some-college, Tech-support, Own-child, Male, United-States
19, Some-college, Other-service, Own-child, Female, United-States
47, Bachelors, Prof-specialty, Wife, Female, United-States
36, Masters, Prof-specialty, Husband, Male, United-States
62, Bachelors, Farming-fishing, Husband, Male, United-States
65, HS-grad, Tech-support, Husband, Male, United-States
46, Prof-school, Prof-specialty, Husband, Male, United-States
35, 11th, Craft-repair, Own-child, Male, United-States
50, 9th, Machine-op-inspct, Husband, Male, United-States
20, Some-college, Sales, Own-child, Female, United-States
17, 11th, Adm-clerical, Own-child, Female, United-States
33, Some-college, Craft-repair, Husband, Male, United-States
57, Some-college,, Not-in-family, Female, United-States
53, Bachelors, Prof-specialty, Husband, Male, United-States
47, Bachelors, Sales, Husband, Male, United-States
62, Masters, Sales, Husband, Male, United-States
35, HS-grad, Other-service, Not-in-family, Male, United-States
27, Bachelors, Adm-clerical, Not-in-family, Female, United-States
23, HS-grad, Tech-support, Own-child, Male, United-States
27, Masters, Prof-specialty, Not-in-family, Female, United-States
39, Assoc-voc, Adm-clerical, Unmarried, Female, United-States
25, Bachelors, Adm-clerical, Wife, Female, United-States
24, Some-college, Exec-managerial, Not-in-family, Female, United-States
23, HS-grad, Other-service, Husband, Male, United-States
29, Bachelors, Prof-specialty, Wife, Female, United-States
30, Bachelors, Prof-specialty, Wife, Female, United-States
34, HS-grad, Craft-repair, Not-in-family, Male, Portugal
32, 10th, Craft-repair, Unmarried, Female, United-States
18, 11th, Other-service, Own-child, Male, United-States
20, Assoc-voc, Sales, Not-in-family, Female, United-States
38, Bachelors, Prof-specialty, Husband, Male, United-States
18, 12th, Other-service, Own-child, Female, United-States
41, 9th, Craft-repair, Husband, Male, United-States
21, Assoc-voc, Other-service, Not-in-family, Female, United-States
36, HS-grad, Protective-serv, Husband, Male, United-States
61, Some-college, Other-service, Not-in-family, Female, United-States
30, Some-college, Machine-op-inspct, Husband, Male, United-States
26, Some-college, Adm-clerical, Husband, Male, United-States
27, Bachelors, Tech-support, Wife, Female, United-States
45, HS-grad, Machine-op-inspct, Husband, Male, United-States
47, HS-grad, Adm-clerical, Not-in-family, Female, United-States
19, Some-college, Adm-clerical, Own-child, Female, United-States
29, HS-grad, Adm-clerical, Not-in-family, Female, United-States
51, HS-grad, Exec-managerial, Husband, Male, United-States
34, Assoc-acdm, Prof-specialty, Husband, Male, United-States
42, HS-grad, Sales, Husband, Male, United-States
26, 5th-6th, Farming-fishing, Other-relative, Male, Mexico
20, Some-college, Handlers-cleaners, Not-in-family, Male, United-States
43, Assoc-acdm, Prof-specialty, Not-in-family, Male, United-States
20, Some-college, Other-service, Own-child, Female, United-States
27, HS-grad, Exec-managerial, Husband, Male, United-States
46, Some-college, Craft-repair, Husband, Male, United-States
39, HS-grad, Transport-moving, Own-child, Male, United-States
33, Some-college, Adm-clerical, Not-in-family, Male, United-States
42, Assoc-voc, Adm-clerical, Husband, Male, United-States
23, HS-grad, Adm-clerical, Own-child, Male, United-States
29, Bachelors, Exec-managerial, Wife, Female, United-States
27, HS-grad, Transport-moving, Own-child, Male, United-States
43, HS-grad, Craft-repair, Own-child, Male, United-States
23, Some-college, Handlers-cleaners, Not-in-family, Male, United-States
40, Masters, Prof-specialty, Unmarried, Female, United-States
35, Some-college, Protective-serv, Husband, Male, United-States
30, HS-grad, Sales, Other-relative, Male, United-States
59, 11th, Transport-moving, Husband, Male, United-States
65, Some-college, Exec-managerial, Husband, Male, United-States
28, Masters, Prof-specialty, Husband, Male, United-States
79, Bachelors, Sales, Husband, Male, United-States
43, Masters, Prof-specialty, Wife, Female, United-States
54, 7th-8th, Machine-op-inspct, Husband, Male, United-States
27, HS-grad, Handlers-cleaners, Husband, Male, United-States
30, Bachelors, Prof-specialty, Husband, Male, United-States
22, Bachelors,, Own-child, Female, Taiwan
34, HS-grad, Other-service, Unmarried, Female, United-States
18, 11th, Prof-specialty, Other-relative, Male, United-States
40, Assoc-voc, Prof-specialty, Wife, Female, United-States
28, 9th, Sales, Husband, Male, United-States
18, HS-grad, Adm-clerical, Own-child, Female, United-States
46, Some-college, Craft-repair, Husband, Male, United-States
23, HS-grad, Adm-clerical, Own-child, Female, United-States
77, Some-college,, Husband, Male, United-States
41, Masters, Exec-managerial, Husband, Male, United-States
48, Some-college, Exec-managerial, Not-in-family, Male, United-States
29, Bachelors, Prof-specialty, Not-in-family, Male, United-States
41, 11th, Handlers-cleaners, Unmarried, Female, United-States
41, 9th, Other-service, Not-in-family, Male, United-States
34, Assoc-acdm, Prof-specialty, Husband, Male, United-States
49, Assoc-acdm, Sales, Not-in-family, Male, United-States
49, HS-grad, Sales, Unmarried, Male, United-States
30, HS-grad, Handlers-cleaners, Not-in-family, Male, United-States
28, Bachelors, Sales, Not-in-family, Male, United-States
62, Bachelors, Exec-managerial, Husband, Male, United-States
41, Some-college, Prof-specialty, Husband, Male, United-States
20, Some-college, Craft-repair, Not-in-family, Male, United-States
61, Preschool, Other-service, Not-in-family, Male, China
30, Bachelors, Tech-support, Not-in-family, Male, Hungary
29, Prof-school, Prof-specialty, Not-in-family, Female, United-States
50, Masters, Sales, Not-in-family, Female, United-States
44, HS-grad, Craft-repair, Husband, Male, United-States
25, Bachelors, Prof-specialty, Husband, Male, United-States
62, Assoc-voc, Sales, Not-in-family, Female, United-States
57, Some-college, Machine-op-inspct, Unmarried, Female, United-States
35, Bachelors, Exec-managerial, Not-in-family, Male, United-States
26, Bachelors, Sales, Not-in-family, Female, United-States
60, 7th-8th, Machine-op-inspct, Wife, Female, United-States
22, Some-college, Craft-repair, Husband, Male, United-States
62, Masters, Prof-specialty, Not-in-family, Female,
26, HS-grad, Craft-repair, Not-in-family, Male, United-States
26, Some-college, Adm-clerical, Own-child, Male, United-States
44, Bachelors, Sales, Husband, Male, United-States
32, Bachelors, Exec-managerial, Not-in-family, Male, United-States
66, Bachelors, Sales, Husband, Male, United-States
24, Preschool, Machine-op-inspct, Own-child, Female, United-States
19, Some-college, Other-service, Own-child, Male, United-States
54, Bachelors, Exec-managerial, Husband, Male, United-States
37, HS-grad, Machine-op-inspct, Not-in-family, Male, United-States
38, Bachelors, Exec-managerial, Husband, Male, United-States
37, Bachelors, Transport-moving, Husband, Male,
22, Some-college,, Own-child, Male, United-States
34, Some-college, Sales, Husband, Male, United-States
35, HS-grad, Craft-repair, Own-child, Male, United-States
42, Masters, Prof-specialty, Husband, Male, United-States
47, Bachelors, Exec-managerial, Wife, Female, United-States
29, Bachelors, Prof-specialty, Not-in-family, Female, United-States
34, HS-grad, Tech-support, Not-in-family, Male, United-States
38, Bachelors, Prof-specialty, Husband, Male, United-States
62, HS-grad, Exec-managerial, Not-in-family, Male, United-States
35, HS-grad, Craft-repair, Husband, Male, United-States
37, HS-grad, Adm-clerical, Wife, Female, United-States
47, HS-grad, Farming-fishing, Husband, Male, United-States
37, Some-college, Craft-repair, Husband, Male, United-States
22, Assoc-voc, Priv-house-serv, Not-in-family, Female, United-States
60, 11th, Transport-moving, Husband, Male, United-States
31, Some-college, Craft-repair, Husband, Male, United-States
74, 10th,, Husband, Male, United-States
63, HS-grad, Craft-repair, Husband, Male, United-States
30, 11th, Machine-op-inspct, Husband, Male, United-States
44, HS-grad,, Husband, Male, United-States
40, Prof-school, Prof-specialty, Husband, Male, United-States
35, Some-college, Other-service, Husband, Male, United-States
50, Some-college, Craft-repair, Husband, Male, United-States
18, Some-college, Sales, Own-child, Female, United-States
33, Assoc-voc, Protective-serv, Husband, Male, United-States
59, 7th-8th, Farming-fishing, Husband, Male, United-States
17, 11th, Other-service, Own-child, Male, United-States
47, HS-grad, Transport-moving, Husband, Male, United-States
51, Some-college,, Not-in-family, Male, United-States
26, Bachelors, Prof-specialty, Not-in-family, Male, United-States
32, Some-college, Protective-serv, Wife, Female, France
55, HS-grad, Craft-repair, Husband, Male, United-States
36, Some-college, Tech-support, Unmarried, Female, United-States
54, HS-grad, Adm-clerical, Husband, Male, United-States
19, HS-grad,, Own-child, Female, United-States
32, Masters, Exec-managerial, Not-in-family, Female, United-States
52, Doctorate, Exec-managerial, Husband, Male, United-States
39, HS-grad, Sales, Unmarried, Female, Jamaica
39, HS-grad, Exec-managerial, Unmarried, Female, United-States
59, HS-grad, Exec-managerial, Husband, Male, United-States
55, Bachelors, Prof-specialty, Unmarried, Male, United-States
54, HS-grad, Transport-moving, Husband, Male, United-States
31, HS-grad, Other-service, Husband, Male, United-States
19, 11th,, Own-child, Male, United-States
30, HS-grad, Adm-clerical, Own-child, Female, United-States
47, Bachelors, Exec-managerial, Not-in-family, Female, United-States
31, Assoc-acdm, Exec-managerial, Not-in-family, Male, United-States
32, Bachelors, Craft-repair, Unmarried, Male, Iran
33, Assoc-voc, Machine-op-inspct, Unmarried, Female, United-States
31, HS-grad, Craft-repair, Unmarried, Male, United-States
32, HS-grad, Machine-op-inspct, Husband, Male, United-States
46, HS-grad, Other-service, Not-in-family, Male, Mexico
29, HS-grad, Other-service, Not-in-family, Female, France
41, HS-grad, Transport-moving, Husband, Male, United-States
39, HS-grad, Exec-managerial, Husband, Male, United-States
34, HS-grad, Adm-clerical, Wife, Female, United-States
23, Bachelors, Adm-clerical, Own-child, Male, United-States
53, Masters, Sales, Husband, Male, United-States
45, HS-grad, Craft-repair, Not-in-family, Male, Thailand
34, Bachelors,, Wife, Female, United-States
47, HS-grad, Sales, Not-in-family, Female, United-States
24, 7th-8th,, Own-child, Male, United-States
42, Masters, Tech-support, Unmarried, Female, United-States
53, Some-college, Machine-op-inspct, Husband, Male, United-States
38, HS-grad, Sales, Unmarried, Male, United-States
26, HS-grad, Transport-moving, Not-in-family, Male, United-States
18, 11th, Handlers-cleaners, Own-child, Male, United-States
43, 10th, Other-service, Not-in-family, Female, United-States
26, Bachelors, Adm-clerical, Own-child, Female, United-States
47, Bachelors, Adm-clerical, Not-in-family, Female, United-States
26, Assoc-voc, Craft-repair, Husband, Male, United-States
21, Some-college,, Wife, Female, United-States
32, Some-college, Protective-serv, Unmarried, Female, United-States
48, Doctorate, Prof-specialty, Husband, Male, United-States
